# q,dist_q
-1.085271317829457516e+00,2.380114499999995692e-01
-1.007751937984496138e+00,2.638011299999994952e-01
-9.302325581395347598e-01,2.889071099999995229e-01
-8.527131782945733818e-01,3.147574199999994549e-01
-7.751937984496124479e-01,3.369054300000032254e-01
-6.976744186046515139e-01,3.574177199999993837e-01
-6.201550387596901359e-01,3.736226999999993637e-01
-5.426356589147287579e-01,3.887505299999993169e-01
-4.651162790697673799e-01,4.007707499999992873e-01
-3.875968992248060019e-01,4.110481799999992636e-01
-3.100775193798450680e-01,4.187610900000040548e-01
-2.325581395348841340e-01,4.281638999999992645e-01
-1.550387596899227560e-01,4.326492299999992186e-01
-7.751937984496137801e-02,4.351982699999991655e-01
0.000000000000000000e+00,4.364727899999992222e-01
7.751937984496137801e-02,4.378763099999992137e-01
1.550387596899227560e-01,4.343107499999992460e-01
2.325581395348836899e-01,4.302936900000041143e-01
3.100775193798446239e-01,4.255813199999992635e-01
3.875968992248060019e-01,4.187830199999992842e-01
4.651162790697673799e-01,4.066686299999993093e-01
5.426356589147287579e-01,3.941195099999992846e-01
6.201550387596901359e-01,3.808428299999993549e-01
6.976744186046510698e-01,3.635426400000035252e-01
7.751937984496120038e-01,3.427078499999993699e-01
8.527131782945733818e-01,3.205482299999994344e-01
9.302325581395347598e-01,2.955506099999994918e-01
1.007751937984496138e+00,2.692900799999995431e-01
1.085271317829457516e+00,2.401463999999995935e-01
1.162790697674418894e+00,2.120979299999996015e-01
1.240310077519379828e+00,1.838533800000017870e-01
1.317829457364340762e+00,1.571735999999997191e-01
1.395348837209302140e+00,1.316522399999997539e-01
1.472868217054263518e+00,1.077446699999998064e-01
1.550387596899224896e+00,8.572952999999985946e-02
1.627906976744186274e+00,6.751988999999987417e-02
1.705426356589147208e+00,5.142069000000049767e-02
1.782945736434108142e+00,3.786794999999992806e-02
1.860465116279069520e+00,2.746925999999995024e-02
1.937984496124030898e+00,1.937579999999996389e-02
2.015503875968992276e+00,1.276841999999997826e-02
2.093023255813953654e+00,8.476589999999985248e-03
2.170542635658914588e+00,5.388330000000052245e-03
2.248062015503875521e+00,3.486869999999993915e-03
2.325581395348836899e+00,2.058839999999996680e-03
2.403100775193798277e+00,1.157129999999997969e-03
2.480620155038759655e+00,5.946899999999989564e-04
2.558139534883721034e+00,3.224999999999993822e-04
2.635658914728682412e+00,1.651199999999997201e-04
2.713178294573643345e+00,8.127000000000078551e-05
2.790697674418604279e+00,3.611999999999993878e-05
2.868217054263565657e+00,1.676999999999996988e-05
2.945736434108527035e+00,3.869999999999993440e-06
3.023255813953488413e+00,0.000000000000000000e+00
3.100775193798449791e+00,0.000000000000000000e+00
3.178294573643411169e+00,0.000000000000000000e+00
3.255813953488372547e+00,0.000000000000000000e+00
3.333333333333333925e+00,0.000000000000000000e+00
3.410852713178294415e+00,0.000000000000000000e+00
3.488372093023254905e+00,0.000000000000000000e+00
3.565891472868216283e+00,0.000000000000000000e+00
3.643410852713177661e+00,0.000000000000000000e+00
3.720930232558139039e+00,0.000000000000000000e+00
3.798449612403100417e+00,0.000000000000000000e+00
3.875968992248061795e+00,0.000000000000000000e+00
3.953488372093023173e+00,0.000000000000000000e+00
4.031007751937984551e+00,0.000000000000000000e+00
4.108527131782945929e+00,0.000000000000000000e+00
4.186046511627907307e+00,0.000000000000000000e+00
4.263565891472868685e+00,0.000000000000000000e+00
4.341085271317830063e+00,0.000000000000000000e+00
4.418604651162790553e+00,0.000000000000000000e+00
4.496124031007751043e+00,0.000000000000000000e+00
4.573643410852712421e+00,0.000000000000000000e+00
4.651162790697673799e+00,0.000000000000000000e+00
4.728682170542635177e+00,0.000000000000000000e+00
4.806201550387596555e+00,0.000000000000000000e+00
4.883720930232557933e+00,0.000000000000000000e+00
4.961240310077519311e+00,0.000000000000000000e+00
